idx,source,date,keyword,pinyin,pinyin_plain,length,bvid,orig_title,url
1710,梗指南,2022-01-22,快住手，这根本就不是二创,kuài zhù shǒu ， zhè gēn běn jiù bú shì èr chuàng,kuai zhu shou ， zhe gen ben jiu bu shi er chuang,01:23,BV1PS4y1o7t3,快住手，这根本就不是二创是什么梗【梗指南】,https://www.bilibili.com/video/BV1PS4y1o7t3
1711,梗百科,2022-01-22,麦乐鸡侠,mài lè jī xiá,mai le ji xia,00:39,BV1Sb4y1J741,【梗百科】麦乐鸡侠是啥梗？,https://www.bilibili.com/video/BV1Sb4y1J741
1712,梗指南,2022-01-21,寄！GG,jì ！GG,ji ！GG,01:45,BV1Gf4y1F711,寄！GG是什么梗【梗指南】,https://www.bilibili.com/video/BV1Gf4y1F711
1713,梗百科,2022-01-20,微软收购动视暴雪,wēi ruǎn shōu gòu dòng shì bào xuě,wei ruan shou gou dong shi bao xue,01:40,BV1Ka411m7Pn,【梗百科】微软收购动视暴雪是咋回事？有钱真的可以为所欲为！,https://www.bilibili.com/video/BV1Ka411m7Pn
1714,梗指南,2022-01-19,emotional damage,emotional damage,emotional damage,01:46,BV1ZZ4y1f7eP,emotional damage是什么梗【梗指南】,https://www.bilibili.com/video/BV1ZZ4y1f7eP
1715,梗百科,2022-01-18,谁才是真正的英雄,shuí cái shì zhēn zhèng de yīng xióng,shui cai shi zhen zheng de ying xiong,01:10,BV1Da41127Pg,【梗百科】谁才是真正的英雄是啥梗？,https://www.bilibili.com/video/BV1Da41127Pg
1716,梗指南,2022-01-18,金钱豹,jīn qián bào,jin qian bao,01:18,BV1bF411p7Lg,金钱豹是什么梗【梗指南】,https://www.bilibili.com/video/BV1bF411p7Lg
1717,梗指南,2022-01-17,麦乐鸡侠,mài lè jī xiá,mai le ji xia,01:50,BV1Kq4y117gN,麦乐鸡侠是什么梗【梗指南】,https://www.bilibili.com/video/BV1Kq4y117gN
1718,梗指南,2022-01-16,弹幕下围棋,dàn mù xià wéi qí,dan mu xia wei qi,02:16,BV1tL411c7hU,弹幕下围棋是什么梗【梗指南】,https://www.bilibili.com/video/BV1tL411c7hU
1719,梗指南,2022-01-15,我在大润发杀了十年的鱼,wǒ zài dà rùn fā shā le shí nián de yú,wo zai da run fa sha le shi nian de yu,01:17,BV13q4y117in,我在大润发杀了十年的鱼是什么梗【梗指南】,https://www.bilibili.com/video/BV13q4y117in
1720,梗百科,2022-01-14,文化拱火,wén huà gǒng huǒ,wen hua gong huo,01:25,BV1Nu411m7TY,【梗百科】文化拱火是啥梗？这是一款只有中国人能做出来的游戏！,https://www.bilibili.com/video/BV1Nu411m7TY
1721,梗指南,2022-01-14,老师，菜菜，捞捞,lǎo shī ， cài cài ， lāo lāo,lao shi ， cai cai ， lao lao,01:20,BV1CR4y1g7Dw,老师，菜菜，捞捞是什么梗【梗指南】,https://www.bilibili.com/video/BV1CR4y1g7Dw
1722,梗指南,2022-01-13,幻塔,huàn tǎ,huan ta,01:41,BV1334y1i7UB,幻塔，。是什么梗【梗指南】,https://www.bilibili.com/video/BV1334y1i7UB
1723,梗百科,2022-01-13,道理哥是谁？莫非这就是2022年的第一个梗,dào lǐ gē shì shuí ？ mò fēi zhè jiù shì 2022 nián de dì yí gè gěng,dao li ge shi shui ？ mo fei zhe jiu shi 2022 nian de di yi ge geng,02:45,BV1cm4y1Q7ZR,【梗百科】道理哥是谁？莫非这就是2022年的第一个梗？！,https://www.bilibili.com/video/BV1cm4y1Q7ZR
1724,梗指南,2022-01-12,道理哥,dào lǐ gē,dao li ge,02:29,BV11Y41187r4,道理哥是什么梗【梗指南】,https://www.bilibili.com/video/BV11Y41187r4
1725,梗指南,2022-01-11,穿山甲联盟,chuān shān jiǎ lián méng,chuan shan jia lian meng,01:43,BV1au41127GU,穿山甲联盟是什么梗【梗指南】,https://www.bilibili.com/video/BV1au41127GU
1726,梗指南,2022-01-10,剑魔区up主,jiàn mó qū up zhǔ,jian mo qu up zhu,01:46,BV1AS4y1j7Ky,剑魔区up主是什么梗【梗指南】,https://www.bilibili.com/video/BV1AS4y1j7Ky
1727,梗百科,2022-01-10,2021年热门梗盘点,2021 nián rè mén gěng pán diǎn,2021 nian re men geng pan dian,04:39,BV1Xb4y1n7iT,【梗百科】2021年热门梗盘点！！！,https://www.bilibili.com/video/BV1Xb4y1n7iT
1728,梗指南,2022-01-09,我与曹贼何异,wǒ yǔ cáo zéi hé yì,wo yu cao zei he yi,01:10,BV16Z4y1S75y,我与曹贼何异是什么梗【梗指南】,https://www.bilibili.com/video/BV16Z4y1S75y
1729,梗指南,2022-01-06,的地得警察,de dì dé jǐng chá,de di de jing cha,01:26,BV19Z4y1U7Mh,的地得警察是什么梗【梗指南】,https://www.bilibili.com/video/BV19Z4y1U7Mh
1730,梗指南,2022-01-05,我用xx摆烂我的AE作业,wǒ yòng xx bǎi làn wǒ de AE zuò yè,wo yong xx bai lan wo de AE zuo ye,03:06,BV1Zq4y1C7aC,我用xx摆烂我的AE作业是什么梗【梗指南】,https://www.bilibili.com/video/BV1Zq4y1C7aC
1731,梗指南,2022-01-04,防止小孩误食,fáng zhǐ xiǎo hái wù shí,fang zhi xiao hai wu shi,01:28,BV1kR4y1u7ER,防止小孩误食是什么梗【梗指南】,https://www.bilibili.com/video/BV1kR4y1u7ER
1732,梗指南,2022-01-03,X女士说得对,X nǚ shì shuō dé duì,X nv shi shuo de dui,01:19,BV1Fi4y197S4,X女士说得对是什么梗【梗指南】,https://www.bilibili.com/video/BV1Fi4y197S4
1733,梗指南,2022-01-02,AEBD,AEBD,AEBD,01:38,BV1BM4y1F7ao,AEBD是什么梗【梗指南】,https://www.bilibili.com/video/BV1BM4y1F7ao
1734,梗百科,2022-01-02,xx咬人事件,xx yǎo rén shì jiàn,xx yao ren shi jian,01:28,BV1w44y1E7r4,【梗百科】xx咬人事件是啥梗？,https://www.bilibili.com/video/BV1w44y1E7r4
1735,梗指南,2021-12-31,跨年段子大赏,kuà nián duàn zi dà shǎng,kua nian duan zi da shang,02:53,BV1jR4y137VU,跨 年 段 子 大 赏【梗指南】,https://www.bilibili.com/video/BV1jR4y137VU
1736,梗指南,2021-12-30,你发癫人家问地你答天,nǐ fā diān rén jiā wèn dì nǐ dá tiān,ni fa dian ren jia wen di ni da tian,01:29,BV1Wm4y1Q7YZ,你发癫人家问地你答天是什么梗【梗指南】,https://www.bilibili.com/video/BV1Wm4y1Q7YZ
1737,梗百科,2021-12-30,救救孩子,jiù jiù hái zi,jiu jiu hai zi,01:11,BV13a411r7Vw,【梗百科】救救孩子是啥梗？,https://www.bilibili.com/video/BV13a411r7Vw
1738,梗指南,2021-12-29,已经在谷底了,yǐ jīng zài gǔ dǐ le,yi jing zai gu di le,01:41,BV1r3411v7an,已经在谷底了是什么梗【梗指南】,https://www.bilibili.com/video/BV1r3411v7an
1739,梗指南,2021-12-28,俺の愛馬が,ǎn の ài mǎ が,an の ai ma が,01:53,BV1Ku411D7Gr,俺の愛馬が是什么梗【梗指南】,https://www.bilibili.com/video/BV1Ku411D7Gr
1740,梗指南,2021-12-27,钝角,dùn jiǎo,dun jiao,01:40,BV1P34y1z7Ft,钝角是什么梗【梗指南】,https://www.bilibili.com/video/BV1P34y1z7Ft
1741,梗指南,2021-12-26,abandon,abandon,abandon,01:11,BV1U34y167vA,abandon是什么梗【梗指南】,https://www.bilibili.com/video/BV1U34y167vA
1742,梗百科,2021-12-26,假面骑士的圣诞节,jiǎ miàn qí shì de shèng dàn jié,jia mian qi shi de sheng dan jie,01:53,BV1XP4y1H7PP,【梗百科】假面骑士的圣诞节是啥梗？,https://www.bilibili.com/video/BV1XP4y1H7PP
1743,梗指南,2021-12-25,padoru,padoru,padoru,02:43,BV1H34y1r7uP,padoru是什么梗【梗指南】,https://www.bilibili.com/video/BV1H34y1r7uP
1744,梗指南,2021-12-23,半场开香槟,bàn chǎng kāi xiāng bīn,ban chang kai xiang bin,01:06,BV1fY411H7yk,半场开香槟是什么梗【梗指南】,https://www.bilibili.com/video/BV1fY411H7yk
1745,梗指南,2021-12-22,一薇,yī wēi,yi wei,01:04,BV1NM4y1w7YT,一薇是什么梗【梗指南】,https://www.bilibili.com/video/BV1NM4y1w7YT
1746,梗指南,2021-12-21,专业配音员,zhuān yè pèi yīn yuán,zhuan ye pei yin yuan,01:40,BV1Tm4y197iK,专业配音员是什么梗【梗指南】,https://www.bilibili.com/video/BV1Tm4y197iK
1747,梗百科,2021-12-21,怀民亦未寝,huái mín yì wèi qǐn,huai min yi wei qin,02:52,BV1K44y1J7Bg,【梗百科】怀民亦未寝是啥梗？,https://www.bilibili.com/video/BV1K44y1J7Bg
1748,梗指南,2021-12-20,我怕E宝误会,wǒ pà E bǎo wù huì,wo pa E bao wu hui,01:36,BV1mY411W7de,我怕E宝误会是什么梗【梗指南】,https://www.bilibili.com/video/BV1mY411W7de
1749,梗指南,2021-12-19,虚空索敌,xū kōng suǒ dí,xu kong suo di,01:04,BV1qS4y1Q78n,虚空索敌是什么梗【梗指南】,https://www.bilibili.com/video/BV1qS4y1Q78n
1750,梗百科,2021-12-19,不可以色色,bù kě yǐ sè sè,bu ke yi se se,01:08,BV173411x7qM,【梗百科】不可以色色是啥梗？,https://www.bilibili.com/video/BV173411x7qM
1751,梗指南,2021-12-18,去码头整点薯条,qù mǎ tóu zhěng diǎn shǔ tiáo,qu ma tou zheng dian shu tiao,01:16,BV1RF411q7gk,去码头整点薯条是什么梗【梗指南】,https://www.bilibili.com/video/BV1RF411q7gk
1752,梗指南,2021-12-17,啊怎么会呢,a zěn me huì ne,a zen me hui ne,01:41,BV1uP4y1H77r,啊怎么会呢是什么梗【梗指南】,https://www.bilibili.com/video/BV1uP4y1H77r
1753,梗指南,2021-12-16,十年老粉,shí nián lǎo fěn,shi nian lao fen,01:29,BV1H34y197bg,十年老粉是什么梗【梗指南】,https://www.bilibili.com/video/BV1H34y197bg
1754,梗指南,2021-12-15,扣1送xx,kòu 1 sòng xx,kou 1 song xx,01:02,BV1vg411w7aT,扣1送xx是什么梗【梗指南】,https://www.bilibili.com/video/BV1vg411w7aT
1755,梗百科,2021-12-15,你爹来啰,nǐ diē lái luō,ni die lai luo,01:02,BV1nS4y1Q7pr,【梗百科】你爹来啰是啥梗？,https://www.bilibili.com/video/BV1nS4y1Q7pr
1756,梗指南,2021-12-11,如果xx的话,rú guǒ xx de huà,ru guo xx de hua,01:14,BV1cM4y1c7WY,如果xx的话是什么梗【梗指南】,https://www.bilibili.com/video/BV1cM4y1c7WY
1757,梗指南,2021-12-10,自罚两杯,zì fá liǎng bēi,zi fa liang bei,01:04,BV1iP4y137Wg,自罚两杯是什么梗【梗指南】,https://www.bilibili.com/video/BV1iP4y137Wg
1758,梗指南,2021-12-09,绿头鱼,lǜ tóu yú,lv tou yu,01:26,BV1QS4y1D7NT,绿头鱼是什么梗【梗指南】,https://www.bilibili.com/video/BV1QS4y1D7NT
1759,梗指南,2021-12-08,群青meme,qún qīng meme,qun qing meme,01:29,BV1Jb4y1i7J9,群青meme是什么梗【梗指南】,https://www.bilibili.com/video/BV1Jb4y1i7J9
1760,梗百科,2021-12-07,空条徐伦的律师,kōng tiáo xú lún de lǜ shī,kong tiao xu lun de lv shi,02:30,BV1wL411E7sW,【梗百科】空条徐伦的律师是啥梗？,https://www.bilibili.com/video/BV1wL411E7sW
1761,梗指南,2021-12-06,Google Ngram,Google Ngram,Google Ngram,01:50,BV1AZ4y197aE,Google Ngram是什么梗【梗指南】,https://www.bilibili.com/video/BV1AZ4y197aE
1762,梗指南,2021-12-05,你叉叉,nǐ chā chā,ni cha cha,02:48,BV1C341147Ca,你叉叉是什么梗【梗指南】,https://www.bilibili.com/video/BV1C341147Ca
1763,梗指南,2021-12-04,你怎么睡得着的,nǐ zěn me shuì dé zhe de,ni zen me shui de zhe de,01:27,BV1GL41177Qz,你怎么睡得着的是什么梗【梗指南】,https://www.bilibili.com/video/BV1GL41177Qz
1764,梗百科,2021-12-03,动物园怪谈,dòng wù yuán guài tán,dong wu yuan guai tan,02:57,BV1iR4y1477q,【梗百科】动物园怪谈是啥梗？这动物园规则看了后你想不想去？,https://www.bilibili.com/video/BV1iR4y1477q
1765,梗指南,2021-12-02,抛开事实不谈,pāo kāi shì shí bù tán,pao kai shi shi bu tan,01:31,BV1Wg411A7k7,抛开事实不谈是什么梗【梗指南】,https://www.bilibili.com/video/BV1Wg411A7k7
1766,梗指南,2021-12-01,我将以高达形态出击,wǒ jiāng yǐ gāo dá xíng tài chū jī,wo jiang yi gao da xing tai chu ji,01:31,BV1tM4y1w74E,我将以高达形态出击是什么梗【梗指南】,https://www.bilibili.com/video/BV1tM4y1w74E
1767,梗百科,2021-12-01,我将以高达形态出击,wǒ jiāng yǐ gāo dá xíng tài chū jī,wo jiang yi gao da xing tai chu ji,00:46,BV1er4y1Q76F,【梗百科】我将以高达形态出击是啥梗？成都导哥就是他？,https://www.bilibili.com/video/BV1er4y1Q76F
1768,梗指南,2021-12-01,2021热梗年度总结,2021 rè gěng nián dù zǒng jié,2021 re geng nian du zong jie,07:03,BV1PL4y1W7DA,2 0 2 1 热 梗 年 度 总 结【梗指南】,https://www.bilibili.com/video/BV1PL4y1W7DA
1769,梗百科,2021-12-01,催逝员,cuī shì yuán,cui shi yuan,04:22,BV1Wg411A7Cz,【梗百科】催逝员是啥梗？鸡汤来咯～,https://www.bilibili.com/video/BV1Wg411A7Cz
1770,梗指南,2021-11-30,一定是XX的阴谋,yí dìng shì XX de yīn móu,yi ding shi XX de yin mou,01:27,BV1Eq4y1z7yt,一定是XX的阴谋是什么梗【梗指南】,https://www.bilibili.com/video/BV1Eq4y1z7yt
1771,梗指南,2021-11-29,破防,pò fáng,po fang,01:36,BV16S4y1X7Lv,破防是什么梗【梗指南】,https://www.bilibili.com/video/BV16S4y1X7Lv
1772,梗指南,2021-11-29,摆烂,bǎi làn,bai lan,01:19,BV1GS4y1X7wH,摆烂是什么梗【梗指南】,https://www.bilibili.com/video/BV1GS4y1X7wH
1773,梗指南,2021-11-26,女强人制造机,nǚ qiáng rén zhì zào jī,nv qiang ren zhi zao ji,02:24,BV1T3411b73Y,女强人制造机是什么梗【梗指南】,https://www.bilibili.com/video/BV1T3411b73Y
1774,梗百科,2021-11-26,乳法,rǔ fǎ,ru fa,02:51,BV17U4y1T7ph,【梗百科】乳法是啥梗？为啥要乳法？,https://www.bilibili.com/video/BV17U4y1T7ph
1775,梗指南,2021-11-25,水母迷因,shuǐ mǔ mí yīn,shui mu mi yin,01:39,BV1w3411b7Fc,水母迷因是什么梗【梗指南】,https://www.bilibili.com/video/BV1w3411b7Fc
1776,梗指南,2021-11-24,狗卡,gǒu kǎ,gou ka,02:12,BV113411t7zL,狗卡是什么梗【梗指南】,https://www.bilibili.com/video/BV113411t7zL
1777,梗百科,2021-11-23,这不比忍术好用,zhè bù bǐ rěn shù hǎo yòng,zhe bu bi ren shu hao yong,02:16,BV1yQ4y1v7GB,【梗百科】这不比忍术好用是啥梗？,https://www.bilibili.com/video/BV1yQ4y1v7GB
1778,梗指南,2021-11-22,火影手游2000,huǒ yǐng shǒu yóu 2000,huo ying shou you 2000,01:16,BV1F44y1Y717,火影手游2000是什么梗【梗指南】,https://www.bilibili.com/video/BV1F44y1Y717
1779,梗指南,2021-11-21,自爆卡车,zì bào kǎ chē,zi bao ka che,01:08,BV1oS4y197FW,自爆卡车是什么梗【梗指南】,https://www.bilibili.com/video/BV1oS4y197FW
1780,梗指南,2021-11-20,炸锅文学,zhà guō wén xué,zha guo wen xue,02:22,BV1iQ4y1U7Af,炸锅文学是什么梗【梗指南】,https://www.bilibili.com/video/BV1iQ4y1U7Af
1781,梗百科,2021-11-20,寄！寄了！GG,jì ！ jì le ！GG,ji ！ ji le ！GG,01:21,BV1Uq4y1673Y,【梗百科】寄！寄了！GG是啥梗？,https://www.bilibili.com/video/BV1Uq4y1673Y
1782,梗指南,2021-11-20,高级特工、催逝员,gāo jí tè gōng 、 cuī shì yuán,gao ji te gong 、 cui shi yuan,02:36,BV16Q4y1v7sW,高级特工、催逝员是什么梗【梗指南】,https://www.bilibili.com/video/BV16Q4y1v7sW
1783,梗指南,2021-11-19,警惕拜登打xx牌,jǐng tì bài dēng dǎ xx pái,jing ti bai deng da xx pai,01:43,BV1fb4y1t7gN,警惕拜登打xx牌是什么梗【梗指南】,https://www.bilibili.com/video/BV1fb4y1t7gN
1784,梗指南,2021-11-17,快进到XX,kuài jìn dào XX,kuai jin dao XX,01:20,BV1qQ4y1v796,快进到XX是什么梗【梗指南】,https://www.bilibili.com/video/BV1qQ4y1v796
1785,梗百科,2021-11-17,年轻人不要太气盛,nián qīng rén bú yào tài qì shèng,nian qing ren bu yao tai qi sheng,03:23,BV1iP4y157kz,【梗百科】年轻人不要太气盛是啥梗？,https://www.bilibili.com/video/BV1iP4y157kz
1786,梗指南,2021-11-15,现代成语大会,xiàn dài chéng yǔ dà huì,xian dai cheng yu da hui,01:24,BV1g44y1v7KJ,现代成语大会是什么梗【梗指南】,https://www.bilibili.com/video/BV1g44y1v7KJ
1787,梗百科,2021-11-15,什么是NFT？资本骗局还是真正的新概念服务,shén me shì NFT？ zī běn piàn jú hái shì zhēn zhèng de xīn gài niàn fú wù,shen me shi NFT？ zi ben pian ju hai shi zhen zheng de xin gai nian fu wu,02:05,BV13q4y167Qr,【梗百科】什么是NFT？资本骗局还是真正的新概念服务？,https://www.bilibili.com/video/BV13q4y167Qr
1788,梗指南,2021-11-14,口口文学,kǒu kǒu wén xué,kou kou wen xue,01:25,BV18R4y1t7b3,口口文学是什么梗【梗指南】,https://www.bilibili.com/video/BV18R4y1t7b3
1789,梗指南,2021-11-13,希望人没事,xī wàng rén méi shì,xi wang ren mei shi,01:09,BV1dQ4y1m7uN,希望人没事是什么梗【梗指南】,https://www.bilibili.com/video/BV1dQ4y1m7uN
1790,梗百科,2021-11-13,万宁棋,wàn níng qí,wan ning qi,02:23,BV1EL411g7DB,【梗百科】万宁棋是啥梗？万宁阵法！攻无不克！,https://www.bilibili.com/video/BV1EL411g7DB
1791,梗指南,2021-11-11,南极贱畜,nán jí jiàn chù,nan ji jian chu,01:38,BV1n44y1e7wr,南极贱畜是什么梗【梗指南】,https://www.bilibili.com/video/BV1n44y1e7wr
1792,梗指南,2021-11-10,她逃他追他们插翅难飞,tā táo tā zhuī tā men chā chì nán fēi,ta tao ta zhui ta men cha chi nan fei,01:24,BV1EP4y1j7zG,她逃他追他们插翅难飞是什么梗【梗指南】,https://www.bilibili.com/video/BV1EP4y1j7zG
1793,梗百科,2021-11-10,Khan定律,Khan dìng lǜ,Khan ding lv,01:47,BV1QR4y1E72a,【梗百科】Khan定律是啥梗？,https://www.bilibili.com/video/BV1QR4y1E72a
1794,梗指南,2021-11-09,阿瑟文学,ā sè wén xué,a se wen xue,01:55,BV1fh411t7WE,阿瑟文学是什么梗【梗指南】,https://www.bilibili.com/video/BV1fh411t7WE
1795,梗指南,2021-11-07,魔怔人,mó zhēng rén,mo zheng ren,01:04,BV1AP4y15718,魔怔人是什么梗【梗指南】,https://www.bilibili.com/video/BV1AP4y15718
1796,梗百科,2021-11-07,EDG夺冠我就xx,EDG duó guàn wǒ jiù xx,EDG duo guan wo jiu xx,01:17,BV1M44y1e7rY,【梗百科】EDG夺冠我就xx是啥梗？夺冠flag开始回收！,https://www.bilibili.com/video/BV1M44y1e7rY
1797,梗百科,2021-11-07,意法战争,yì fǎ zhàn zhēng,yi fa zhan zheng,01:39,BV1ZR4y147KM,【梗百科】意法战争是啥梗？,https://www.bilibili.com/video/BV1ZR4y147KM
1798,梗指南,2021-11-07,世界聚焦于你,shì jiè jù jiāo yú nǐ,shi jie ju jiao yu ni,01:23,BV18F411Y7DU,世界聚焦于你是什么梗【梗指南】,https://www.bilibili.com/video/BV18F411Y7DU
1799,梗指南,2021-11-05,如果EDG夺冠我就xx,rú guǒ EDG duó guàn wǒ jiù xx,ru guo EDG duo guan wo jiu xx,01:41,BV1r34y1o7Ak,如果EDG夺冠我就xx是什么梗【梗指南】,https://www.bilibili.com/video/BV1r34y1o7Ak
1800,梗指南,2021-11-04,"我看不懂,但我大受震撼","wǒ kàn bù dǒng , dàn wǒ dà shòu zhèn hàn","wo kan bu dong , dan wo da shou zhen han",01:43,BV13q4y1V7eE,"我看不懂,但我大受震撼是什么梗【梗指南】",https://www.bilibili.com/video/BV13q4y1V7eE
1801,梗指南,2021-11-03,炮形态波比,pào xíng tài bō bǐ,pao xing tai bo bi,01:12,BV1QP4y1L7u2,炮形态波比是什么梗【梗指南】,https://www.bilibili.com/video/BV1QP4y1L7u2
1802,梗百科,2021-11-03,EMO,EMO,EMO,01:49,BV1u44y1i7yP,【梗百科】EMO是啥梗？,https://www.bilibili.com/video/BV1u44y1i7yP
1803,梗指南,2021-11-01,行走的50万,xíng zǒu de 50 wàn,xing zou de 50 wan,01:17,BV1dq4y1g7b9,行走的50万是什么梗【梗指南】,https://www.bilibili.com/video/BV1dq4y1g7b9
1804,梗百科,2021-11-01,翔磨杵,xiáng mó chǔ,xiang mo chu,01:37,BV1ou411o77b,【梗百科】翔磨杵是啥梗？,https://www.bilibili.com/video/BV1ou411o77b
1805,梗指南,2021-11-01,7777777,7777777,7777777,01:18,BV1VT4y1d7Gz,7777777是什么梗【梗指南】,https://www.bilibili.com/video/BV1VT4y1d7Gz
1806,梗百科,2021-10-31,学霸题,xué bà tí,xue ba ti,01:32,BV1qv411T76R,【梗百科】学霸题是啥梗？,https://www.bilibili.com/video/BV1qv411T76R
1807,梗指南,2021-10-31,优势在我,yōu shì zài wǒ,you shi zai wo,01:21,BV1Nf4y1u72z,优势在我是什么梗【梗指南】,https://www.bilibili.com/video/BV1Nf4y1u72z
1808,梗指南,2021-10-30,Vtuber一问一答,Vtuber yī wèn yī dá,Vtuber yi wen yi da,01:49,BV1iF411a7rQ,Vtuber一问一答是什么梗【梗指南】,https://www.bilibili.com/video/BV1iF411a7rQ
1809,梗百科,2021-10-30,流泪猫猫头,liú lèi māo māo tóu,liu lei mao mao tou,00:50,BV1sU4y1c7BZ,【梗百科】流泪猫猫头是啥梗？,https://www.bilibili.com/video/BV1sU4y1c7BZ
1810,梗指南,2021-10-29,学霸题,xué bà tí,xue ba ti,01:47,BV1Nb4y1a7Qf,学霸题是什么梗【梗指南】,https://www.bilibili.com/video/BV1Nb4y1a7Qf
